region,long,lat,group,order,brate1544_thsnds_ch_pct
alabama,-88.39020538330078,30.412599563598633,1,65,-5.3939962
alabama,-88.40738677978516,30.733457565307617,1,66,-5.3939962
alabama,-88.4188461303711,30.99701690673828,1,67,-5.3939962
alabama,-88.43030548095703,31.12306785583496,1,68,-5.3939962
alabama,-88.4532241821289,31.432466506958008,1,69,-5.3939962
alabama,-88.46468353271484,31.696025848388672,1,70,-5.3939962
alabama,-88.47614288330078,31.89082908630371,1,71,-5.3939962
alabama,-88.43030548095703,32.22314453125,1,72,-5.3939962
alabama,-88.43030548095703,32.30908966064453,1,73,-5.3939962
alabama,-88.39020538330078,32.5783805847168,1,74,-5.3939962
alabama,-88.35009765625,32.92215347290039,1,75,-5.3939962
alabama,-88.33863067626953,32.98517990112305,1,76,-5.3939962
alabama,-88.29853057861328,33.283119201660156,1,77,-5.3939962
alabama,-88.275604248046875,33.52949142456055,1,78,-5.3939962
alabama,-88.25269317626953,33.735755920410156,1,79,-5.3939962
alabama,-88.20685577392578,34.062339782714844,1,80,-5.3939962
alabama,-88.20685577392578,34.07952880859375,1,81,-5.3939962
alabama,-88.1839370727539,34.3144416809082,1,82,-5.3939962
alabama,-88.166748046875,34.463409423828125,1,83,-5.3939962
alabama,-88.14955139160156,34.58373260498047,1,84,-5.3939962
alabama,-88.10944366455078,34.89885711669922,1,85,-5.3939962
alabama,-88.13236999511719,34.90459060668945,1,86,-5.3939962
alabama,-88.166748046875,34.9504280090332,1,87,-5.3939962
alabama,-88.18965911865234,34.99626541137695,1,88,-5.3939962
alabama,-88.1839370727539,35.013450622558594,1,89,-5.3939962
alabama,-87.98912811279297,35.013450622558594,1,90,-5.3939962
alabama,-87.6052474975586,35.007720947265625,1,91,-5.3939962
alabama,-87.22709655761719,35.001991271972656,1,92,-5.3939962
alabama,-87.20417022705078,35.001991271972656,1,93,-5.3939962
alabama,-86.8260269165039,34.99626541137695,1,94,-5.3939962
alabama,-86.78018951416016,34.99053192138672,1,95,-5.3939962
alabama,-86.31036376953125,34.99053192138672,1,96,-5.3939962
alabama,-85.85199737548828,34.98480224609375,1,97,-5.3939962
alabama,-85.6113510131836,34.97907257080078,1,98,-5.3939962
alabama,-85.58843994140625,34.8415641784668,1,99,-5.3939962
alabama,-85.5426025390625,34.61811065673828,1,100,-5.3939962
alabama,-85.52540588378906,34.58373260498047,1,101,-5.3939962
alabama,-85.4681167602539,34.262874603271484,1,102,-5.3939962
alabama,-85.428009033203125,34.07952880859375,1,103,-5.3939962
alabama,-85.40509033203125,33.95920944213867,1,104,-5.3939962
alabama,-85.39363098144531,33.90764236450195,1,105,-5.3939962
alabama,-85.34779357910156,33.66127014160156,1,106,-5.3939962
alabama,-85.31341552734375,33.49510955810547,1,107,-5.3939962
alabama,-85.29622650146484,33.432090759277344,1,108,-5.3939962
alabama,-85.244659423828125,33.11696243286133,1,109,-5.3939962
alabama,-85.23892974853516,33.105499267578125,1,110,-5.3939962
alabama,-85.1930923461914,32.87059020996094,1,111,-5.3939962
alabama,-85.1930923461914,32.859127044677734,1,112,-5.3939962
alabama,-85.17018127441406,32.841941833496094,1,113,-5.3939962
alabama,-85.14725494384766,32.790374755859375,1,114,-5.3939962
alabama,-85.13007354736328,32.7674560546875,1,115,-5.3939962
alabama,-85.13007354736328,32.750267028808594,1,116,-5.3939962
alabama,-85.12434387207031,32.73308181762695,1,117,-5.3939962
alabama,-85.1014175415039,32.67578125,1,118,-5.3939962
alabama,-85.1014175415039,32.63567352294922,1,119,-5.3939962
alabama,-85.0670394897461,32.60702896118164,1,120,-5.3939962
alabama,-85.04985809326172,32.55546188354492,1,121,-5.3939962
alabama,-85.00975036621094,32.526817321777344,1,122,-5.3939962
alabama,-84.98683166503906,32.498165130615234,1,123,-5.3939962
alabama,-84.99256134033203,32.46951675415039,1,124,-5.3939962
alabama,-84.975372314453125,32.423683166503906,1,125,-5.3939962
alabama,-84.98109436035156,32.377845764160156,1,126,-5.3939962
alabama,-85.00402069091797,32.337738037109375,1,127,-5.3939962
alabama,-84.975372314453125,32.30908966064453,1,128,-5.3939962
alabama,-84.9238052368164,32.28044128417969,1,129,-5.3939962
alabama,-84.90088653564453,32.251792907714844,1,130,-5.3939962
alabama,-84.929534912109375,32.2346076965332,1,131,-5.3939962
alabama,-84.95245361328125,32.22887420654297,1,132,-5.3939962
alabama,-84.96964263916016,32.200225830078125,1,133,-5.3939962
alabama,-84.99256134033203,32.18303680419922,1,134,-5.3939962
alabama,-85.04985809326172,32.160118103027344,1,135,-5.3939962
alabama,-85.061309814453125,32.12001419067383,1,136,-5.3939962
alabama,-85.061309814453125,32.10282516479492,1,137,-5.3939962
alabama,-85.061309814453125,32.085636138916016,1,138,-5.3939962
alabama,-85.061309814453125,32.06271743774414,1,139,-5.3939962
alabama,-85.061309814453125,32.028343200683594,1,140,-5.3939962
alabama,-85.061309814453125,31.993961334228516,1,141,-5.3939962
alabama,-85.07850646972656,31.959585189819336,1,142,-5.3939962
alabama,-85.107147216796875,31.93666648864746,1,143,-5.3939962
alabama,-85.14152526855469,31.8679141998291,1,144,-5.3939962
alabama,-85.13580322265625,31.787696838378906,1,145,-5.3939962
alabama,-85.13580322265625,31.7762393951416,1,146,-5.3939962
alabama,-85.13007354736328,31.73040199279785,1,147,-5.3939962
alabama,-85.11860656738281,31.6845645904541,1,148,-5.3939962
alabama,-85.07850646972656,31.615812301635742,1,149,-5.3939962
alabama,-85.061309814453125,31.558517456054688,1,150,-5.3939962
alabama,-85.061309814453125,31.524137496948242,1,151,-5.3939962
alabama,-85.08423614501953,31.478300094604492,1,152,-5.3939962
alabama,-85.08423614501953,31.443923950195312,1,153,-5.3939962
alabama,-85.09569549560547,31.409547805786133,1,154,-5.3939962
alabama,-85.09569549560547,31.340791702270508,1,155,-5.3939962
alabama,-85.1014175415039,31.300683975219727,1,156,-5.3939962
alabama,-85.12434387207031,31.28349494934082,1,157,-5.3939962
alabama,-85.12434387207031,31.254846572875977,1,158,-5.3939962
alabama,-85.11287689208984,31.19182014465332,1,159,-5.3939962
alabama,-85.11287689208984,31.174633026123047,1,160,-5.3939962
alabama,-85.0899658203125,31.140256881713867,1,161,-5.3939962
alabama,-85.04412841796875,31.11160659790039,1,162,-5.3939962
alabama,-85.03839874267578,31.094419479370117,1,163,-5.3939962
alabama,-85.03266906738281,31.07723045349121,1,164,-5.3939962
alabama,-85.03266906738281,31.037124633789062,1,165,-5.3939962
alabama,-85.0154800415039,31.002748489379883,1,166,-5.3939962
alabama,-85.0154800415039,30.99701690673828,1,167,-5.3939962
alabama,-85.49676513671875,31.008474349975586,1,168,-5.3939962
alabama,-85.5196762084961,31.008474349975586,1,169,-5.3939962
alabama,-86.04679870605469,31.008474349975586,1,170,-5.3939962
alabama,-86.20149993896484,31.008474349975586,1,171,-5.3939962
alabama,-86.39057159423828,31.008474349975586,1,172,-5.3939962
alabama,-86.70569610595703,31.008474349975586,1,173,-5.3939962
alabama,-86.79737091064453,31.008474349975586,1,174,-5.3939962
alabama,-87.18125915527344,31.008474349975586,1,175,-5.3939962
alabama,-87.6052474975586,31.008474349975586,1,176,-5.3939962
alabama,-87.6052474975586,30.956911087036133,1,177,-5.3939962
alabama,-87.61096954345703,30.933992385864258,1,178,-5.3939962
alabama,-87.63389587402344,30.899616241455078,1,179,-5.3939962
alabama,-87.6396255493164,30.876697540283203,1,180,-5.3939962
alabama,-87.63389587402344,30.859508514404297,1,181,-5.3939962
alabama,-87.61096954345703,30.842317581176758,1,182,-5.3939962
alabama,-87.5479507446289,30.773563385009766,1,183,-5.3939962
alabama,-87.49065399169922,30.721996307373047,1,184,-5.3939962
alabama,-87.462005615234375,30.710538864135742,1,185,-5.3939962
alabama,-87.45054626464844,30.699077606201172,1,186,-5.3939962
alabama,-87.4218978881836,30.676158905029297,1,187,-5.3939962
alabama,-87.41043853759766,30.647512435913086,1,188,-5.3939962
alabama,-87.41043853759766,30.618864059448242,1,189,-5.3939962
alabama,-87.43335723876953,30.584487915039062,1,190,-5.3939962
alabama,-87.462005615234375,30.54438018798828,1,191,-5.3939962
alabama,-87.46773529052734,30.527193069458008,1,192,-5.3939962
alabama,-87.462005615234375,30.5100040435791,1,193,-5.3939962
alabama,-87.44482421875,30.492813110351562,1,194,-5.3939962
alabama,-87.39898681640625,30.458436965942383,1,195,-5.3939962
alabama,-87.39325714111328,30.446979522705078,1,196,-5.3939962
alabama,-87.40471649169922,30.429786682128906,1,197,-5.3939962
alabama,-87.4218978881836,30.429786682128906,1,198,-5.3939962
alabama,-87.43909454345703,30.424060821533203,1,199,-5.3939962
alabama,-87.43909454345703,30.4183292388916,1,200,-5.3939962
alabama,-87.45054626464844,30.401142120361328,1,201,-5.3939962
alabama,-87.462005615234375,30.389680862426758,1,202,-5.3939962
arizona,-114.63739013671875,35.01918029785156,2,204,-25.359673
arizona,-114.64312744140625,35.10512161254883,2,205,-25.359673
arizona,-114.60301971435547,35.122310638427734,2,206,-25.359673
arizona,-114.5743637084961,35.17961120605469,2,207,-25.359673
arizona,-114.58583068847656,35.23690414428711,2,208,-25.359673
arizona,-114.59728240966797,35.28274154663086,2,209,-25.359673
arizona,-114.6087417602539,35.35722732543945,2,210,-25.359673
arizona,-114.62593841552734,35.408790588378906,2,211,-25.359673
arizona,-114.66604614257812,35.454627990722656,2,212,-25.359673
arizona,-114.66030883789062,35.500465393066406,2,213,-25.359673
arizona,-114.66604614257812,35.54057312011719,2,214,-25.359673
arizona,-114.6717758178711,35.60932922363281,2,215,-25.359673
arizona,-114.68323516845703,35.666622161865234,2,216,-25.359673
arizona,-114.7004165649414,35.712459564208984,2,217,-25.359673
arizona,-114.7004165649414,35.79267501831055,2,218,-25.359673
arizona,-114.68895721435547,35.88434600830078,2,219,-25.359673
arizona,-114.71187591552734,35.912994384765625,2,220,-25.359673
arizona,-114.73480224609375,35.958831787109375,2,221,-25.359673
arizona,-114.73480224609375,36.01612854003906,2,222,-25.359673
arizona,-114.7577133178711,36.06196594238281,2,223,-25.359673
arizona,-114.73480224609375,36.10780334472656,2,224,-25.359673
arizona,-114.7004165649414,36.119258880615234,2,225,-25.359673
arizona,-114.64312744140625,36.14217758178711,2,226,-25.359673
arizona,-114.55718231201172,36.15363693237305,2,227,-25.359673
arizona,-114.4884262084961,36.13644790649414,2,228,-25.359673
arizona,-114.3967514038086,36.13644790649414,2,229,-25.359673
arizona,-114.32799530029297,36.113529205322266,2,230,-25.359673
arizona,-114.3108139038086,36.044776916503906,2,231,-25.359673
arizona,-114.26497650146484,36.027584075927734,2,232,-25.359673
arizona,-114.20194244384766,36.02185821533203,2,233,-25.359673
arizona,-114.13892364501953,36.03904724121094,2,234,-25.359673
arizona,-114.11600494384766,36.09634017944336,2,235,-25.359673
arizona,-114.08162689208984,36.13644790649414,2,236,-25.359673
arizona,-114.052978515625,36.210933685302734,2,237,-25.359673
arizona,-114.04724884033203,36.8411865234375,2,238,-25.359673
arizona,-114.04151916503906,36.99588394165039,2,239,-25.359673
arizona,-113.82379913330078,36.99588394165039,2,240,-25.359673
arizona,-113.53732299804688,37.00161361694336,2,241,-25.359673
arizona,-113.27948760986328,37.00161361694336,2,242,-25.359673
arizona,-113.00447082519531,37.00161361694336,2,243,-25.359673
arizona,-112.90706634521484,36.99588394165039,2,244,-25.359673
arizona,-112.72944641113281,37.00161361694336,2,245,-25.359673
arizona,-112.54037475585938,36.99588394165039,2,246,-25.359673
arizona,-112.41432189941406,36.99588394165039,2,247,-25.359673
arizona,-112.20805358886719,36.99588394165039,2,248,-25.359673
arizona,-111.95022583007812,37.00161361694336,2,249,-25.359673
arizona,-111.6866683959961,37.00161361694336,2,250,-25.359673
arizona,-111.4116439819336,37.00161361694336,2,251,-25.359673
arizona,-111.3199691772461,37.00161361694336,2,252,-25.359673
arizona,-111.25121307373047,36.99588394165039,2,253,-25.359673
arizona,-111.12516021728516,36.99588394165039,2,254,-25.359673
arizona,-110.84441375732422,37.00161361694336,2,255,-25.359673
arizona,-110.75846862792969,36.99588394165039,2,256,-25.359673
arizona,-110.68399047851562,36.99588394165039,2,257,-25.359673
arizona,-110.54647827148438,36.99588394165039,2,258,-25.359673
arizona,-110.30583190917969,37.00161361694336,2,259,-25.359673
arizona,-110.08810424804688,37.00161361694336,2,260,-25.359673
arizona,-110.00789642333984,37.00161361694336,2,261,-25.359673
arizona,-109.93341064453125,36.99588394165039,2,262,-25.359673
arizona,-109.71568298339844,36.99588394165039,2,263,-25.359673
arizona,-109.41202545166016,36.99588394165039,2,264,-25.359673
arizona,-109.1484603881836,36.99588394165039,2,265,-25.359673
arizona,-109.03959655761719,36.99588394165039,2,266,-25.359673
arizona,-109.04532623291016,35.998939514160156,2,267,-25.359673
arizona,-109.05106353759766,34.9504280090332,2,268,-25.359673
arizona,-109.05106353759766,34.57227325439453,2,269,-25.359673
arizona,-109.0567855834961,33.77586364746094,2,270,-25.359673
arizona,-109.05106353759766,33.202903747558594,2,271,-25.359673
arizona,-109.0567855834961,32.77891540527344,2,272,-25.359673
arizona,-109.0567855834961,32.423683166503906,2,273,-25.359673
arizona,-109.0567855834961,31.352251052856445,2,274,-25.359673
arizona,-109.23440551757812,31.352251052856445,2,275,-25.359673
arizona,-109.62401580810547,31.346521377563477,2,276,-25.359673
arizona,-109.9964370727539,31.352251052856445,2,277,-25.359673
arizona,-110.35166931152344,31.352251052856445,2,278,-25.359673
arizona,-110.47772216796875,31.352251052856445,2,279,-25.359673
arizona,-110.63241577148438,31.352251052856445,2,280,-25.359673
arizona,-110.98765563964844,31.346521377563477,2,281,-25.359673
arizona,-111.11943054199219,31.35797882080078,2,282,-25.359673
arizona,-111.29705047607422,31.4152774810791,2,283,-25.359673
arizona,-111.38872528076172,31.443923950195312,2,284,-25.359673
arizona,-111.62936401367188,31.518409729003906,2,285,-25.359673
arizona,-112.03616333007812,31.650188446044922,2,286,-25.359673
arizona,-112.32837677001953,31.741863250732422,2,287,-25.359673
arizona,-112.66641998291016,31.839265823364258,2,288,-25.359673
arizona,-112.92997741699219,31.925209045410156,2,289,-25.359673
arizona,-113.18781280517578,32.00542449951172,2,290,-25.359673
arizona,-113.34823608398438,32.05698776245117,2,291,-25.359673
arizona,-113.46855926513672,32.09709548950195,2,292,-25.359673
arizona,-113.74358367919922,32.18877029418945,2,293,-25.359673
arizona,-114.03579711914062,32.27471160888672,2,294,-25.359673
arizona,-114.31654357910156,32.36065673828125,2,295,-25.359673
arizona,-114.7004165649414,32.480979919433594,2,296,-25.359673
arizona,-114.80928039550781,32.51535415649414,2,297,-25.359673
arizona,-114.79781341552734,32.5783805847168,2,298,-25.359673
arizona,-114.76917266845703,32.6700553894043,2,299,-25.359673
arizona,-114.73480224609375,32.73308181762695,2,300,-25.359673
arizona,-114.68895721435547,32.744537353515625,2,301,-25.359673
arizona,-114.65458679199219,32.738807678222656,2,302,-25.359673
arizona,-114.59156036376953,32.738807678222656,2,303,-25.359673
arizona,-114.55145263671875,32.76172637939453,2,304,-25.359673
arizona,-114.5228042602539,32.82475280761719,2,305,-25.359673
arizona,-114.47696685791016,32.876319885253906,2,306,-25.359673
arizona,-114.47696685791016,32.933616638183594,2,307,-25.359673
arizona,-114.48269653320312,32.996639251708984,2,308,-25.359673
arizona,-114.53999328613281,33.04247283935547,2,309,-25.359673
arizona,-114.66030883789062,33.05393600463867,2,310,-25.359673
arizona,-114.7004165649414,33.082584381103516,2,311,-25.359673
arizona,-114.71187591552734,33.13414764404297,2,312,-25.359673
arizona,-114.68895721435547,33.26593017578125,2,313,-25.359673
arizona,-114.74052429199219,33.311763763427734,2,314,-25.359673
arizona,-114.71760559082031,33.357601165771484,2,315,-25.359673
arizona,-114.72906494140625,33.403438568115234,2,316,-25.359673
arizona,-114.68895721435547,33.432090759277344,2,317,-25.359673
arizona,-114.64884948730469,33.45500564575195,2,318,-25.359673
arizona,-114.63739013671875,33.4836540222168,2,319,-25.359673
arizona,-114.6087417602539,33.5008430480957,2,320,-25.359673
arizona,-114.62020111083984,33.52949142456055,2,321,-25.359673
arizona,-114.56864166259766,33.54668045043945,2,322,-25.359673
arizona,-114.55718231201172,33.5753288269043,2,323,-25.359673
arizona,-114.52853393554688,33.63262176513672,2,324,-25.359673
arizona,-114.53999328613281,33.695648193359375,2,325,-25.359673
arizona,-114.5228042602539,33.73002624511719,2,326,-25.359673
arizona,-114.53999328613281,33.781593322753906,2,327,-25.359673
arizona,-114.53999328613281,33.92483139038086,2,328,-25.359673
arizona,-114.51707458496094,33.96493911743164,2,329,-25.359673
arizona,-114.45404815673828,33.99931716918945,2,330,-25.359673
arizona,-114.47123718261719,34.016502380371094,2,331,-25.359673
arizona,-114.44831848144531,34.03942108154297,2,332,-25.359673
arizona,-114.41967010498047,34.07952880859375,2,333,-25.359673
arizona,-114.3967514038086,34.11390686035156,2,334,-25.359673
arizona,-114.29934692382812,34.15401077270508,2,335,-25.359673
arizona,-114.23059844970703,34.19984817504883,2,336,-25.359673
arizona,-114.19049072265625,34.24568557739258,2,337,-25.359673
arizona,-114.13319396972656,34.262874603271484,2,338,-25.359673
arizona,-114.13892364501953,34.2972526550293,2,339,-25.359673
arizona,-114.16756439208984,34.33736038208008,2,340,-25.359673
arizona,-114.28788757324219,34.423301696777344,2,341,-25.359673
arizona,-114.37383270263672,34.469139099121094,2,342,-25.359673
arizona,-114.4024887084961,34.58946228027344,2,343,-25.359673
arizona,-114.41967010498047,34.61238098144531,2,344,-25.359673
arizona,-114.44831848144531,34.709781646728516,2,345,-25.359673
arizona,-114.5743637084961,34.807186126708984,2,346,-25.359673
arizona,-114.55145263671875,34.83583450317383,2,347,-25.359673
arizona,-114.54572296142578,34.847293853759766,2,348,-25.359673
arizona,-114.56864166259766,34.86448287963867,2,349,-25.359673
arizona,-114.6087417602539,34.88740158081055,2,350,-25.359673
arizona,-114.63166809082031,34.961883544921875,2,351,-25.359673
arizona,-114.63739013671875,35.01918029785156,2,352,-25.359673
arkansas,-94.051025390625,33.036746978759766,3,354,-7.8527479
arkansas,-94.051025390625,33.30030822753906,3,355,-7.8527479
arkansas,-94.05675506591797,33.5753288269043,3,356,-7.8527479
arkansas,-94.07966613769531,33.58678436279297,3,357,-7.8527479
arkansas,-94.09112548828125,33.598243713378906,3,358,-7.8527479
arkansas,-94.1197738647461,33.5925178527832,3,359,-7.8527479
arkansas,-94.14842987060547,33.58678436279297,3,360,-7.8527479
arkansas,-94.15415954589844,33.58678436279297,3,361,-7.8527479
arkansas,-94.18853759765625,33.609703063964844,3,362,-7.8527479
arkansas,-94.205718994140625,33.61543655395508,3,363,-7.8527479
arkansas,-94.22290802001953,33.609703063964844,3,364,-7.8527479
arkansas,-94.2286376953125,33.598243713378906,3,365,-7.8527479
arkansas,-94.24009704589844,33.5753288269043,3,366,-7.8527479
arkansas,-94.26301574707031,33.58678436279297,3,367,-7.8527479
arkansas,-94.28020477294922,33.58678436279297,3,368,-7.8527479
arkansas,-94.297393798828125,33.5753288269043,3,369,-7.8527479
arkansas,-94.30885314941406,33.56959915161133,3,370,-7.8527479
arkansas,-94.36614990234375,33.5753288269043,3,371,-7.8527479
arkansas,-94.40052795410156,33.56959915161133,3,372,-7.8527479
arkansas,-94.40625,33.5753288269043,3,373,-7.8527479
arkansas,-94.42344665527344,33.598243713378906,3,374,-7.8527479
arkansas,-94.45208740234375,33.598243713378906,3,375,-7.8527479
arkansas,-94.46355438232422,33.61543655395508,3,376,-7.8527479
arkansas,-94.47501373291016,33.63262176513672,3,377,-7.8527479
arkansas,-94.480743408203125,33.655540466308594,3,378,-7.8527479
arkansas,-94.4979248046875,33.66699981689453,3,379,-7.8527479
arkansas,-94.49219512939453,33.67845916748047,3,380,-7.8527479
arkansas,-94.49219512939453,33.96493911743164,3,381,-7.8527479
arkansas,-94.48646545410156,34.21131134033203,3,382,-7.8527479
arkansas,-94.480743408203125,34.53216552734375,3,383,-7.8527479
arkansas,-94.46928405761719,34.74989318847656,3,384,-7.8527479
arkansas,-94.45782470703125,34.98480224609375,3,385,-7.8527479
arkansas,-94.44063568115234,35.39733123779297,3,386,-7.8527479
arkansas,-94.44635772705078,35.44316864013672,3,387,-7.8527479
arkansas,-94.480743408203125,35.65516662597656,3,388,-7.8527479
arkansas,-94.503662109375,35.7640266418457,3,389,-7.8527479
arkansas,-94.56095886230469,36.113529205322266,3,390,-7.8527479
arkansas,-94.5724105834961,36.17655563354492,3,391,-7.8527479
arkansas,-94.62397766113281,36.50886917114258,3,392,-7.8527479
arkansas,-94.08539581298828,36.50313949584961,3,393,-7.8527479
arkansas,-94.07966613769531,36.497413635253906,3,394,-7.8527479
arkansas,-93.890594482421875,36.50313949584961,3,395,-7.8527479
arkansas,-93.87340545654297,36.497413635253906,3,396,-7.8527479
arkansas,-93.598388671875,36.50313949584961,3,397,-7.8527479
arkansas,-93.5926513671875,36.497413635253906,3,398,-7.8527479
arkansas,-93.33482360839844,36.50313949584961,3,399,-7.8527479
arkansas,-93.3233642578125,36.497413635253906,3,400,-7.8527479
arkansas,-93.3061752319336,36.50313949584961,3,401,-7.8527479
arkansas,-93.300445556640625,36.497413635253906,3,402,-7.8527479
arkansas,-92.847808837890625,36.50313949584961,3,403,-7.8527479
arkansas,-92.84207916259766,36.50313949584961,3,404,-7.8527479
arkansas,-92.77332305908203,36.50313949584961,3,405,-7.8527479
arkansas,-92.76759338378906,36.50313949584961,3,406,-7.8527479
arkansas,-92.54987335205078,36.50313949584961,3,407,-7.8527479
arkansas,-92.16026306152344,36.497413635253906,3,408,-7.8527479
arkansas,-92.1316146850586,36.497413635253906,3,409,-7.8527479
arkansas,-91.673248291015625,36.50313949584961,3,410,-7.8527479
arkansas,-91.46697998046875,36.497413635253906,3,411,-7.8527479
arkansas,-91.46125030517578,36.497413635253906,3,412,-7.8527479
arkansas,-91.421142578125,36.497413635253906,3,413,-7.8527479
arkansas,-91.41541290283203,36.50313949584961,3,414,-7.8527479
arkansas,-91.14612579345703,36.50313949584961,3,415,-7.8527479
arkansas,-90.7908935546875,36.50313949584961,3,416,-7.8527479
arkansas,-90.57317352294922,36.50886917114258,3,417,-7.8527479
arkansas,-90.223663330078125,36.50886917114258,3,418,-7.8527479
arkansas,-90.1720962524414,36.50313949584961,3,419,-7.8527479
arkansas,-90.1377182006836,36.47449493408203,3,420,-7.8527479
arkansas,-90.12625885009766,36.405738830566406,3,421,-7.8527479
arkansas,-90.10334014892578,36.40000915527344,3,422,-7.8527479
arkansas,-90.0689697265625,36.3885498046875,3,423,-7.8527479
arkansas,-90.0689697265625,36.34844207763672,3,424,-7.8527479
arkansas,-90.09188079833984,36.28541564941406,3,425,-7.8527479
arkansas,-90.12053680419922,36.273956298828125,3,426,-7.8527479
arkansas,-90.1377182006836,36.21665954589844,3,427,-7.8527479
arkansas,-90.18928527832031,36.1994743347168,3,428,-7.8527479
arkansas,-90.18928527832031,36.17655563354492,3,429,-7.8527479
arkansas,-90.2637710571289,36.13071823120117,3,430,-7.8527479
arkansas,-90.37836456298828,36.004669189453125,3,431,-7.8527479
arkansas,-90.38409423828125,36.004669189453125,3,432,-7.8527479
arkansas,-90.29814910888672,35.998939514160156,3,433,-7.8527479
arkansas,-89.97156524658203,35.998939514160156,3,434,-7.8527479
arkansas,-89.96582794189453,36.004669189453125,3,435,-7.8527479
arkansas,-89.7939453125,36.004669189453125,3,436,-7.8527479
arkansas,-89.75383758544922,36.004669189453125,3,437,-7.8527479
arkansas,-89.7194595336914,36.004669189453125,3,438,-7.8527479
arkansas,-89.71372985839844,35.98747634887695,3,439,-7.8527479
arkansas,-89.6850814819336,35.97029113769531,3,440,-7.8527479
